1,'Em,
2,'Gainst,prep.
3,'Mongst,prep.
4,'Neath,prep. & adv.
5,'s,
6,'Sblood,interj.
7,'Sdeath,interj.
8,'Snails,interj.
9,'Swounds,interj.
10,'T is,
11,'T was,
12,'Twixt,
13,'Twixt-brain,n.
14,-able,
15,-ably,
16,-ana,
17,-ance,
18,-ances,pl. 
19,-ancies,pl. 
20,-ancy,
21,-ant,
22,-arch,a.
23,-ard,
24,-art,
25,-ate,
26,-ation,
27,-barrelled,a.
28,-blast,
29,-cae,pl. 
30,-ces,pl. 
31,-cies,pl. 
32,-derm,n.
33,-dom,
34,-ed,
35,-ee,
36,-en,
37,-ence,
38,-ency,
39,-ent,
40,-er,
41,-escent,
42,-esprits,pl. 
43,-esque,
44,-ess,
45,-est,
46,-et,
47,-ferous,
48,-fish,pl. 
49,-fishes,pl. 
50,-ful,a.
51,-fy,
52,-gen,
53,-genous,
54,-gerous,
55,-gies,pl. 
56,-goes,pl. 
57,-gos,pl. 
58,-gram,
59,-graphy,
60,-grave,
61,-head,suffix.
62,-hood,
63,-ias,pl. 
64,-ible,
65,-ic,
66,-ical,a.
67,-ics,
68,-ide,
69,-ies,pl. 
70,-in,
71,-ine,
72,-ing,
73,-ion,
74,-ise,
75,-ish,
76,-ism,
77,-ist,
78,-ite,
79,-itis,
80,-ive,
81,-ize,
82,-knives,pl. 
83,-la,pl. 
84,-lae,pl. 
85,-las,pl. 
86,-lea,pl. 
87,-less,
88,-let,
89,-ling,
90,-lite,
91,-lith,
92,-logy,
93,-ly,a.
94,-mancy,
95,-men,pl. 
96,-ment,
97,-mere,
98,-meter,
99,-metry,
100,-mi,pl. 
101,-mo,
102,-morphous,
103,-nea,pl. 
104,-ness,
105,-neums,pl. 
106,-nies,pl. 
107,-ock,
108,-oid,
109,-ol,
110,-oma,
111,-one,
112,-ons,pl. 
113,-or,
114,-ory,
115,-ose,
116,-our,
117,-ous,
118,-plastic,
119,-plasty,
120,-pod,
121,-poda,
122,-prossed,imp. & p. p.
123,-prossing,p. pr. & vb. n.
124,-retted,a.
125,-ria,pl. 
126,-rias,pl. 
127,-ric,
128,-ries,pl. 
129,-s,
130,-scope,
131,-ses,pl. 
132,-ship,n.
133,-some,a.
134,-some,
135,-soria,pl. 
136,-sories,pl. 
137,-sporangia,pl. 
138,-staffs,pl. 
139,-staves,pl. 
140,-ster,
141,-strucken,
142,-ti,pl. 
143,-ties,pl. 
144,-tos,pl. 
145,-tre,n.
146,-trices,pl. 
147,-tries,pl. 
148,-trixes,pl. 
149,-tyla,pl. 
150,-type,n.
151,-ums,pl. 
152,-uret,
153,-vetted,
154,-vetting,
155,-ward,v. i.
156,-wards,v. i.
157,-wards,
158,-ways,
159,-women,pl. 
160,-yl,
161,A,prep.
162,A,
163,A-,
164,A-mornings,adv.
165,A-sea,adv.
166,A-tiptoe,adv.
167,A B C,
168,A cappella,
169,A fortiori,
170,A mensa et thoro,
171,A posteriori,
172,A priori,
173,Aam,n.
174,Aard-vark,n.
175,Aard-wolf,n.
176,Aaron's rod,
177,Aaronic,a.
178,Aaronical,a.
179,Ab,n.
180,Ab-,
181,Abaca,n.
182,Abaci,pl. 
183,Abacinate,v. t.
184,Abacination,n.
185,Abaciscus,n.
186,Abacist,n.
187,Aback,adv.
188,Aback,n.
189,Abactinal,a.
190,Abaction,n.
191,Abactor,n.
192,Abaculi,pl. 
193,Abaculus,n.
194,Abacus,n.
195,Abacuses,pl. 
196,Abada,n.
197,Abaddon,n.
198,Abaft,adv.
199,Abaft,prep.
200,Abaisance,n.
201,Abaiser,n.
202,Abaist,p. p.
203,Abalienate,v. t.
204,Abalienation,n.
205,Abalone,n.
206,Aband,v. t.
207,Abandon,n.
208,Abandon,v.
209,Abandon,v. t.
210,Abandoned,a.
211,Abandoned,imp. & p. p.
212,Abandonedly,adv.
213,Abandonee,n.
214,Abandoner,n.
215,Abandoning,p. pr. & vb. n.
216,Abandonment,n.
217,Abandum,n.
218,Abanet,n.
219,Abanga,n.
220,Abannation,n.
221,Abannition,n.
222,Abarticulation,n.
223,Abase,a.
224,Abased,a.
225,Abased,imp. & p. p.
226,Abasedly,adv.
227,Abasement,n.
228,Abaser,n.
229,Abash,v. t.
230,Abashed,imp. & p. p.
231,Abashedly,adv.
232,Abashing,p. pr. & vb. n.
233,Abashment,n.
234,Abasing,p. pr. & vb. n.
235,Abassi,n.
236,Abassis,n.
237,Abatable,a.
238,Abate,n.
239,Abate,v. t.
240,Abated,imp. & p. p.
241,Abatement,n.
242,Abater,n.
243,Abating,p. pr. & vb. n.
244,Abatis,n.
245,Abatised,a.
246,Abator,n.
247,Abattis,n.
248,Abattoir,n.
249,Abattoirs,pl. 
250,Abature,n.
251,Abatvoix,n.
252,Abawed,p. p.
253,Abaxial,a.
254,Abaxile,a.
255,Abay,n.
256,Abb,n.
257,Abb wool,
258,Abba,n.
259,Abbacies,pl. 
260,Abbacy,n.
261,Abbatial,a.
262,Abbatical,a.
263,Abbe,n.
264,Abbess,n.
265,Abbey,n.
266,Abbeys,pl. 
267,Abbot,n.
268,Abbotship,n.
269,Abbreviate,a.
270,Abbreviate,n.
271,Abbreviate,v. t.
272,Abbreviated,a.
273,Abbreviated,imp. & p. p.
274,Abbreviating,p. pr. & vb. n.
275,Abbreviation,n.
276,Abbreviator,n.
277,Abbreviatory,a.
278,Abbreviature,n.
279,Abdal,n.
280,Abderian,a.
281,Abderite,n.
282,Abdest,n.
283,Abdicable,a.
284,Abdicant,a.
285,Abdicant,n.
286,Abdicate,v. i.
287,Abdicate,v. t.
288,Abdicated,imp. & p. p.
289,Abdicating,p. pr. & vb. n.
290,Abdication,n.
291,Abdicative,a.
292,Abdicator,n.
293,Abditive,a.
294,Abditory,n.
295,Abdomen,n.
296,Abdominal,a.
297,Abdominal,n.
298,Abdominales,n. pl.
299,Abdominales,pl. 
300,Abdominalia,n. pl.
301,Abdominals,pl. 
302,Abdominoscopy,n.
303,Abdominothoracic,a.
304,Abdominous,a.
305,Abduce,v. t.
306,Abduced,imp. & p. p.
307,Abducing,p. pr. & vb. n.
308,Abduct,v. t.
309,Abducted,imp. & p. p.
310,Abducting,p. pr. & vb. n.
311,Abduction,n.
312,Abductor,n.
313,Abeam,adv.
314,Abear,v. t.
315,Abearance,n.
316,Abearing,n.
317,Abecedarian,a.
318,Abecedarian,n.
319,Abecedary,a.
320,Abecedary,n.
321,Abed,adv.
322,Abegge,
323,Abele,n.
324,Abelian,n.
325,Abelite,n.
326,Abelmosk,n.
327,Abelonian,n.
328,Aber-de-vine,n.
329,Aberr,v. i.
330,Aberrance,n.
331,Aberrancy,n.
332,Aberrant,a.
333,Aberrate,v. i.
334,Aberration,n.
335,Aberrational,a.
336,Aberuncate,v. t.
337,Aberuncator,n.
338,Abet,n.
339,Abet,v. t.
340,Abetment,n.
341,Abettal,n.
342,Abetted,imp. & p. p.
343,Abetter,n.
344,Abetting,p. pr. & vb. n.
345,Abettor,n.
346,Abevacuation,n.
347,Abeyance,n.
348,Abeyancy,n.
349,Abeyant,a.
350,Abhal,n.
351,Abhominable,a.
352,Abhominal,a.
353,Abhor,v. i.
354,Abhor,v. t.
355,Abhorred,imp. & p. p.
356,Abhorrence,n.
357,Abhorrency,n.
358,Abhorrent,a.
359,Abhorrently,adv.
360,Abhorrer,n.
361,Abhorrible,a.
362,Abhorring,n.
363,Abhorring,p. pr. & vb. n.
364,Abib,n.
365,Abid,
366,Abidance,n.
367,Abide,v. i.
368,Abide,v. t.
369,Abider,n.
370,Abiding,a.
371,Abiding,p. pr. & vb. n.
372,Abidingly,adv.
373,Abies,n.
374,Abietene,n.
375,Abietic,a.
376,Abietin,n.
377,Abietine,n.
378,Abietinic,a.
379,Abietite,n.
380,Abigail,n.
381,Abiliment,n.
382,Abilities,pl. 
383,Ability,n.
384,Abime,n.
385,Abiogenesis,n.
386,Abiogenetic,a.
387,Abiogenist,n.
388,Abiogenous,a.
389,Abiogeny,n.
390,Abiological,a.
391,Abirritant,n.
392,Abirritate,v. t.
393,Abirritation,n.
394,Abirritative,a.
395,Abit,
396,Abject,a.
397,Abject,n.
398,Abjectedness,n.
399,Abjection,n.
400,Abjectly,adv.
401,Abjectness,n.
402,Abjudge,v. t.
403,Abjudicate,v. t.
404,Abjudication,n.
405,Abjugate,v. t.
406,Abjunctive,a.
407,Abjuration,n.
408,Abjuratory,a.
409,Abjure,v. i.
410,Abjure,v. t.
411,Abjured,imp. & p. p.
412,Abjurement,n.
413,Abjurer,n.
414,Abjuring,p. pr. & vb. n.
415,Ablactate,v. t.
416,Ablactation,n.
417,Ablaqueate,v. t.
418,Ablaqueation,n.
419,Ablastemic,a.
420,Ablation,n.
421,Ablatitious,a.
422,Ablative,a.
423,Ablative,
424,Ablaut,n.
425,Ablaze,adv. & a.
426,Able,a.
427,Able,superl.
428,Able-bodied,a.
429,Able-minded,a.
430,Ablegate,n.
431,Ablegate,v. t.
432,Ablegation,n.
433,Ablen,
434,Ableness,n.
435,Ablepsy,n.
436,Abler,a.
437,Ablet,
438,Abligate,v. t.
439,Abligurition,n.
440,Ablins,adv.
441,Abloom,adv.
442,Ablude,v. t.
443,Abluent,a.
444,Abluent,n.
445,Ablush,adv. & a.
446,Ablution,n.
447,Ablutionary,a.
448,Abluvion,n.
449,Ably,adv.
450,Abnegate,v. t.
451,Abnegated,imp. & p. p.
452,Abnegating,p. pr. & vb. n.
453,Abnegation,n.
454,Abnegative,a.
455,Abnegator,n.
456,Abnet,n.
457,Abnodate,v. t.
458,Abnodation,n.
459,Abnormal,a.
460,Abnormalities,pl. 
461,Abnormality,n.
462,Abnormally,adv.
463,Abnormities,pl. 
464,Abnormity,n.
465,Abnormous,a.
466,Aboard,adv.
467,Aboard,prep.
468,Abodance,n.
469,Abode,imp. & p. p.
470,Abode,n.
471,Abode,v. i.
472,Abode,v. t.
473,Abode,
474,Abodement,n.
475,Aboding,n.
476,Abolish,v. t.
477,Abolishable,a.
478,Abolished,imp. & p. p.
479,Abolisher,n.
480,Abolishing,p. pr. & vb. n.
481,Abolishment,n.
482,Abolition,n.
483,Abolitionism,n.
484,Abolitionist,n.
485,Abolitionize,v. t.
486,Aboma,n.
487,Abomasum,n.
488,Abomasus,n.
489,Abominable,a.
490,Abominableness,n.
491,Abominably,adv.
492,Abominate,v. t.
493,Abominated,imp. & p. p.
494,Abominating,p. pr. & vb. n.
495,Abomination,n.
496,Aboon,prep.
497,Aboral,a.
498,Abord,n.
499,Abord,v. t.
500,Aboriginal,a.
501,Aboriginal,n.
502,Aboriginality,n.
503,Aboriginally,adv.
504,Aborigines,n. pl.
505,Aborsement,n.
506,Aborsive,a.
507,Abort,n.
508,Abort,v. i.
509,Aborted,a.
510,Aborticide,n.
511,Abortifacient,n.
512,Abortifacient,v.
513,Abortion,n.
514,Abortional,a.
515,Abortionist,n.
516,Abortive,n.
517,Abortive,v.
518,Abortively,adv.
519,Abortiveness,n.
520,Abortment,n.
521,Abought,imp. & p. p.
522,Abought,
523,Abound,v. i.
524,Abounded,imp. & p. p.
525,Abounding,p. pr. & vb. n.
526,About,adv.
527,About,prep.
528,About-sledge,n.
529,Above,adv.
530,Above,prep.
531,Above-cited,a.
532,Above-mentioned,a.
533,Above-named,a.
534,Aboveboard,adv.
535,Abovedeck,a.
536,Abovesaid,a.
537,Abox,adv. & a.
538,Abracadabra,n.
539,Abradant,n.
540,Abrade,v. t.
541,Abraded,imp. & p. p.
542,Abrading,p. pr. & vb. n.
543,Abraham-man,n.
544,Abrahamic,a.
545,Abrahamitic,a.
546,Abraid,v. t. & i.
547,Abram-man,n.
548,Abranchial,a.
549,Abranchiata,n. pl.
550,Abranchiate,a.
551,Abrase,a.
552,Abrasion,n.
553,Abrasive,a.
554,Abraum,n.
555,Abraum salts,n.
556,Abraxas,n.
557,Abray,v.
558,Abreast,adv.
559,Abregge,v. t.
560,Abrenounce,v. t.
561,Abrenunciation,n.
562,Abreption,n.
563,Abreuvoir,n.
564,Abricock,n.
565,Abridge,v. t.
566,Abridged,imp. & p. p.
567,Abridger,n.
568,Abridging,p. pr. & vb. n.
569,Abridgment,n.
570,Abroach,adv.
571,Abroach,v. t.
572,Abroad,adv.
573,Abrogable,a.
574,Abrogate,a.
575,Abrogate,v. t.
576,Abrogated,imp. & p. p.
577,Abrogating,p. pr. & vb. n.
578,Abrogation,n.
579,Abrogative,a.
580,Abrogator,n.
581,Abrood,adv.
582,Abrook,v. t.
583,Abrupt,a.
584,Abrupt,n.
585,Abrupt,v. t.
586,Abruption,n.
587,Abruptly,adv.
588,Abruptness,n.
589,Abscess,n.
590,Abscesses,pl. 
591,Abscession,n.
592,Abscind,v. t.
593,Abscision,n.
594,Absciss,n.
595,Abscissa,n.
596,Abscissae,pl. 
597,Abscissas,pl. 
598,Abscisses,pl. 
599,Abscission,n.
600,Abscond,v. i.
601,Abscond,v. t.
602,Absconded,imp. & p. p.
603,Abscondence,n.
604,Absconder,n.
605,Absconding,p. pr. & vb. n.
606,Absence,n.
607,Absent,a.
608,Absent,v. t.
609,Absent-minded,a.
610,Absentaneous,a.
611,Absentation,n.
612,Absented,imp. & p. p.
613,Absentee,n.
614,Absenteeism,n.
615,Absenter,n.
616,Absenting,p. pr. & vb. n.
617,Absently,adv.
618,Absentment,n.
619,Absentness,n.
620,Absey-book,n.
621,Absinth,n.
622,Absinthate,n.
623,Absinthe,n.
624,Absinthial,a.
625,Absinthian,n.
626,Absinthiate,v. t.
627,Absinthiated,a.
628,Absinthic,a.
629,Absinthin,n.
630,Absinthism,n.
631,Absinthium,n.
632,Absis,n.
633,Absist,v. i.
634,Absistence,n.
635,Absolute,a.
636,Absolute,n.
637,Absolutely,adv.
638,Absoluteness,n.
639,Absolution,n.
640,Absolutism,n.
641,Absolutist,a.
642,Absolutist,n.
643,Absolutistic,a.
644,Absolutory,a.
645,Absolvable,a.
646,Absolvatory,a.
647,Absolve,v. t.
648,Absolved,imp. & p. p.
649,Absolvent,a.
650,Absolvent,n.
651,Absolver,n.
652,Absolving,p. pr. & vb. n.
653,Absonant,a.
654,Absonous,a.
655,Absorb,v. t.
656,Absorbability,n.
657,Absorbable,a.
658,Absorbed,imp. & p. p.
659,Absorbedly,adv.
660,Absorbency,n.
661,Absorbent,a.
662,Absorbent,n.
663,Absorber,n.
664,Absorbing,a.
665,Absorbing,p. pr. & vb. n.
666,Absorbition,n.
667,Absorpt,a.
668,Absorption,n.
669,Absorptive,a.
670,Absorptiveness,n.
671,Absorptivity,n.
672,Absquatulate,v. i.
673,Absque hoc,
674,Abstain,v. i.
675,Abstain,v. t.
676,Abstained,imp. & p. p.
677,Abstainer,n.
678,Abstaining,p. pr. & vb. n.
679,Abstemious,a.
680,Abstemiousness,n.
681,Abstention,a.
682,Abstentious,a.
683,Absterge,v. t.
684,Abstergent,a.
685,Abstergent,n.
686,Absterse,v. t.
687,Abstersion,n.
688,Abstersive,a.
689,Abstersive,n.
690,Abstersiveness,n.
691,Abstinence,n.
692,Abstinency,n.
693,Abstinent,a.
694,Abstinent,n.
695,Abstinently,adv.
696,Abstorted,a.
697,Abstract,a.
698,Abstract,v. t.
699,Abstracted,a.
700,Abstracted,imp. & p. p.
701,Abstractedly,adv.
702,Abstractedness,n.
703,Abstracter,n.
704,Abstracting,p. pr. & vb. n.
705,Abstraction,a.
706,Abstractional,a.
707,Abstractionist,n.
708,Abstractitious,a.
709,Abstractive,a.
710,Abstractively,adv.
711,Abstractiveness,n.
712,Abstractly,adv.
713,Abstractness,n.
714,Abstringe,v. t.
715,Abstrude,v. t.
716,Abstruse,a.
717,Abstrusely,adv.
718,Abstruseness,n.
719,Abstrusion,n.
720,Abstrusity,n.
721,Absume,v. t.
722,Absumption,n.
723,Absurd,a.
724,Absurd,n.
725,Absurdities,pl. 
726,Absurdity,n.
727,Absurdly,adv.
728,Absurdness,n.
729,Abuna,n.
730,Abundance,n.
731,Abundant,a.
732,Abundantly,adv.
733,Aburst,adv.
734,Abusable,a.
735,Abusage,n.
736,Abuse,v. t.
737,Abused,imp. & p. p.
738,Abuseful,a.
739,Abuser,n.
740,Abusing,p. pr. & vb. n.
741,Abusion,v. t.
742,Abusive,a.
743,Abusively,adv.
744,Abusiveness,n.
745,Abut,v. i.
746,Abutilon,n.
747,Abutment,n.
748,Abuttal,n.
749,Abutted,imp. & p. p.
750,Abutter,n.
751,Abutting,p. pr. & vb. n.
752,Abuzz,a.
753,Aby,v. t. & i.
754,Abye,v. t. & i.
755,Abyme,n.
756,Abysm,n.
757,Abysmal,a.
758,Abysmally,adv.
759,Abyss,n.
760,Abyssal,a.
761,Abyssinian,a.
762,Abyssinian,n.
763,Acacia,n.
764,Acaciae,pl. 
765,Acacias,pl. 
766,Acacin,n.
767,Acacine,n.
768,Academe,n.
769,Academial,a.
770,Academian,n.
771,Academic,a.
772,Academic,n.
773,Academical,a.
774,Academically,adv.
775,Academicals,n. pl.
776,Academician,n.
777,Academicism,n.
778,Academies,pl. 
779,Academism,n.
780,Academist,n.
781,Academy,n.
782,Acadian,a.
783,Acadian,n.
784,Acajou,n.
785,Acaleph,n.
786,Acalephae,n. pl.
787,Acalephan,n.
788,Acalephans,pl. 
789,Acalephoid,a.
790,Acalephs,pl. 
791,Acalycine,a.
792,Acalysinous,a.
793,Acanth,n.
794,Acantha,n.
795,Acanthaceous,a.
796,Acanthi,pl. 
797,Acanthine,a.
798,Acanthocarpous,a.
799,Acanthocephala,n. pl.
800,Acanthocephalous,a.
801,Acanthophorous,a.
802,Acanthopodious,a.
803,Acanthopteri,n. pl.
804,Acanthopterous,a.
805,Acanthopterygian,a.
806,Acanthopterygian,n.
807,Acanthopterygii,n. pl.
808,Acanthopterygious,a.
809,Acanthus,n.
810,Acanthuses,pl. 
811,Acapsular,a.
812,Acardiac,a.
813,Acari,pl. 
814,Acaridan,n.
815,Acarina,n. pl.
816,Acarine,a.
817,Acaroid,a.
818,Acarpellous,a.
819,Acarpous,a.
820,Acarus,n.
821,Acatalectic,a.
822,Acatalectic,n.
823,Acatalepsy,n.
824,Acataleptic,a.
825,Acater,n.
826,Acates,n. pl.
827,Acaudate,a.
828,Acaulescent,a.
829,Acauline,a.
830,Acaulose,a.
831,Acaulous,a.
832,Accadian,a.
833,Accede,v. i.
834,Acceded,imp. & p. p.
835,Accedence,n.
836,Acceder,n.
837,Acceding,p. pr. & vb. n.
838,Accelerando,a.
839,Accelerate,v. t.
840,Accelerated,imp. & p. p.
841,Accelerating,p. pr. & vb. n.
842,Acceleration,n.
843,Accelerative,a.
844,Accelerator,n.
845,Acceleratory,a.
846,Accelerograph,n.
847,Accelerometer,n.
848,Accend,v. t.
849,Accendibility,n.
850,Accendible,a.
851,Accension,n.
852,Accensor,n.
853,Accent,n.
854,Accent,v. t.
855,Accented,imp. & p. p.
856,Accenting,p. pr. & vb. n.
857,Accentless,a.
858,Accentor,n.
859,Accentuable,a.
860,Accentual,a.
861,Accentuality,n.
862,Accentually,adv.
863,Accentuate,v. t.
864,Accentuated,imp. & p. p.
865,Accentuating,p. pr. & vb. n.
866,Accentuation,n.
867,Accept,a.
868,Accept,v. t.
869,Acceptability,n.
870,Acceptable,a.
871,Acceptableness,n.
872,Acceptably,adv.
873,Acceptance,n.
874,Acceptancy,n.
875,Acceptant,a.
876,Acceptant,n.
877,Acceptation,n.
878,Accepted,imp. & p. p.
879,Acceptedly,adv.
880,Accepter,n.
881,Acceptilation,n.
882,Accepting,p. pr. & vb. n.
883,Acception,n.
884,Acceptive,a.
885,Acceptor,n.
886,Access,n.
887,Accessaries,pl. 
888,Accessarily,adv.
889,Accessariness,n.
890,Accessary,a.
891,Accessary,n.
892,Accessibility,n.
893,Accessible,a.
894,Accessibly,adv.
895,Accession,n.
896,Accessional,a.
897,Accessive,a.
898,Accessorial,a.
899,Accessories,pl. 
900,Accessorily,adv.
901,Accessoriness,n.
902,Accessory,a.
903,Accessory,n.
904,Acciaccatura,n.
905,Accidence,n.
906,Accident,n.
907,Accidental,a.
908,Accidental,n.
909,Accidentalism,n.
910,Accidentality,n.
911,Accidentally,adv.
912,Accidentalness,n.
913,Accidie,n.
914,Accipenser,n.
915,Accipient,n.
916,Accipiter,n.
917,Accipiters,pl. 
918,Accipitral,n.
919,Accipitres,n. pl.
920,Accipitres,pl. 
921,Accipitrine,a.
922,Accismus,n.
923,Accite,v. t.
924,Acclaim,n.
925,Acclaim,v. i.
926,Acclaim,v. t.
927,Acclaimer,n.
928,Acclamation,n.
929,Acclamatory,a.
930,Acclimatable,a.
931,Acclimatation,n.
932,Acclimate,v. t.
933,Acclimated,imp. & p. p.
934,Acclimatement,n.
935,Acclimating,p. pr. & vb. n.
936,Acclimation,n.
937,Acclimatizable,a.
938,Acclimatization,n.
939,Acclimatize,v. t.
940,Acclimatized,imp. & p. p.
941,Acclimatizing,p. pr. & vb. n.
942,Acclimature,n.
943,Acclive,a.
944,Acclivities,pl. 
945,Acclivitous,a.
946,Acclivity,n.
947,Acclivous,a.
948,Accloy,v. t.
949,Accoast,v. t. & i.
950,Accoil,v. t.
951,Accolade,n.
952,Accombination,n.
953,Accommodable,a.
954,Accommodableness,n.
955,Accommodate,a.
956,Accommodate,v. i.
957,Accommodate,v. t.
958,Accommodated,imp. & p. p.
959,Accommodately,adv.
960,Accommodateness,n.
961,Accommodating,a.
962,Accommodating,p. pr. & vb. n.
963,Accommodation,n.
964,Accommodator,n.
965,Accompanable,a.
966,Accompanied,imp. & p. p.
967,Accompanier,n.
968,Accompaniment,n.
969,Accompanist,n.
970,Accompany,v. i.
971,Accompany,v. t.
972,Accompanying,p. pr. & vb. n.
973,Accompletive,a.
974,Accomplice,n.
975,Accompliceship,n.
976,Accomplicity,n.
977,Accomplish,v. t.
978,Accomplishable,a.
979,Accomplished,a.
980,Accomplished,imp. & p. p.
981,Accomplisher,n.
982,Accomplishing,p. pr. & vb. n.
983,Accomplishment,n.
984,Accompt,n.
985,Accomptable,a.
986,Accomptant,n.
987,Accord,v. i.
988,Accord,v. t.
989,Accordable,a.
990,Accordance,n.
991,Accordancy,n.
992,Accordant,a.
993,Accordantly,adv.
994,Accorded,imp. & p. p.
995,Accorder,n.
996,According,adv.
997,According,p. a.
998,According,p. pr. & vb. n.
999,Accordingly,adv.
1000,Accordion,n.
1001,Accordionist,n.
1002,Accordment,v.
1003,Accorporate,v. t.
1004,Accost,n.
1005,Accost,v. i.
1006,Accost,v. t.
1007,Accostable,a.
1008,Accosted,a.
1009,Accosted,imp. & p. p.
1010,Accosting,p. pr. & vb. n.
1011,Accouchement,n.
1012,Accoucheur,n.
1013,Accoucheuse,n.
1014,Account,n.
1015,Account,v. i.
1016,Account,v. t.
1017,Account book,
1018,Accountability,n.
1019,Accountable,a.
1020,Accountable ness,n.
1021,Accountably,adv.
1022,Accountancy,n.
1023,Accountant,a.
1024,Accountant,n.
1025,Accountantship,n.
1026,Accounted,imp. & p. p.
1027,Accounting,p. pr. & vb. n.
1028,Accouple,v. t.
1029,Accouplement,n.
1030,Accourage,v. t.
1031,Accourt,v. t.
1032,Accouter,v. t.
1033,Accoutered,imp. & p. p.
1034,Accoutering,p. pr. & vb. n.
1035,Accouterments,n. pl.
1036,Accoutre,v. t.
1037,Accoutred,
1038,Accoutrements,n. pl.
1039,Accoutring,
1040,Accoy,v. t.
1041,Accredit,v. t.
1042,Accreditation,n.
1043,Accredited,imp. & p. p.
1044,Accrediting,p. pr. & vb. n.
1045,Accrementitial,a.
1046,Accrementition,n.
1047,Accresce,v. i.
1048,Accrescence,n.
1049,Accrescent,a.
1050,Accrete,a.
1051,Accrete,v. i.
1052,Accrete,v. t.
1053,Accretion,n.
1054,Accretive,a.
1055,Accriminate,v. t.
1056,Accroach,v. t.
1057,Accroachment,n.
1058,Accrual,n.
1059,Accrue,n.
1060,Accrued,imp. & p. p.
1061,Accruer,n.
1062,Accruing,p. pr. & vb. n.
1063,Accrument,n.
1064,Accubation,n.
1065,Accumb,v. i.
1066,Accumbency,n.
1067,Accumbent,a.
1068,Accumbent,n.
1069,Accumber,v. t.
1070,Accumulate,a.
1071,Accumulate,v. i.
1072,Accumulate,v. t.
1073,Accumulated,imp. & p. p.
1074,Accumulating,p. pr. & vb. n.
1075,Accumulation,n.
1076,Accumulative,a.
1077,Accumulator,n.
1078,Accuracy,n.
1079,Accurate,a.
1080,Accurately,adv.
1081,Accurateness,n.
1082,Accurse,v. t.
1083,Accursed,p. p. & a.
1084,Accurst,p. p. & a.
1085,Accusable,a.
1086,Accusal,n.
1087,Accusant,n.
1088,Accusation,n.
1089,Accusatival,a.
1090,Accusative,a.
1091,Accusative,n.
1092,Accusatively,adv.
1093,Accusatorial,a.
1094,Accusatorially,adv.
1095,Accusatory,a.
1096,Accuse,n.
1097,Accuse,v. t.
1098,Accused,a.
1099,Accused,imp. & p. p.
1100,Accusement,n.
1101,Accuser,n.
1102,Accusing,p. pr. & vb. n.
1103,Accusingly,adv.
1104,Accustom,n.
1105,Accustom,v. i.
1106,Accustom,v. t.
1107,Accustomable,a.
1108,Accustomably,adv.
1109,Accustomance,n.
1110,Accustomarily,adv.
1111,Accustomary,a.
1112,Accustomed,a.
1113,Accustomed,imp. & p. p.
1114,Accustomedness,n.
1115,Accustoming,p. pr. & vb. n.
1116,Ace,n.
1117,Aceldama,n.
1118,Acentric,a.
1119,Acephal,n.
1120,Acephala,n. pl.
1121,Acephalan,a.
1122,Acephalan,n.
1123,Acephali,n. pl.
1124,Acephalist,n.
1125,Acephalocyst,n.
1126,Acephalocystic,a.
1127,Acephalous,a.
1128,Acerate,a.
1129,Acerate,n.
1130,Acerb,a.
1131,Acerbate,v. t.
1132,Acerbic,a.
1133,Acerbitude,n.
1134,Acerbity,n.
1135,Aceric,a.
1136,Acerose,a.
1137,Acerous,a.
1138,Acerval,a.
1139,Acervate,a.
1140,Acervate,v. t.
1141,Acervation,n.
1142,Acervative,a.
1143,Acervose,a.
1144,Acervuline,a.
1145,Aces,pl. 
1146,Acescence,n.
1147,Acescency,n.
1148,Acescent,a.
1149,Acescent,n.
1150,Acetable,n.
1151,Acetabular,a.
1152,Acetabulifera,n. pl.
1153,Acetabuliferous,a.
1154,Acetabuliform,a.
1155,Acetabulum,n.
1156,Acetal,n.
1157,Acetaldehyde,n.
1158,Acetamide,n.
1159,Acetanilide,n.
1160,Acetarious,a.
1161,Acetary,n.
1162,Acetate,n.
1163,Acetated,a.
1164,Acetic,a.
1165,Acetification,n.
1166,Acetified,imp. & p. p.
1167,Acetifier,n.
1168,Acetify,v. i.
1169,Acetify,v. t.
1170,Acetifying,p. pr. & vb. n.
1171,Acetimeter,n.
1172,Acetimetry,n.
1173,Acetin,n.
1174,Acetize,v. i.
1175,Acetometer,n.
1176,Acetone,n.
1177,Acetonic,a.
1178,Acetose,a.
1179,Acetosity,n.
1180,Acetous,a.
1181,Acetyl,n.
1182,Acetylene,n.
1183,Ach,n.
1184,Achaean,a.
1185,Achaian,a.
1186,Achaian,n.
1187,Acharnement,n.
1188,Achate,n.
1189,Achatina,n.
1190,Achatour,n.
1191,Ache,n.
1192,Ache,v. i.
1193,Achean,a & n.
1194,Ached,imp. & p. p.
1195,Achene,n.
1196,Achenial,a.
1197,Achenium,n.
1198,Acheron,n.
1199,Acherontic,a.
1200,Achievable,a.
1201,Achievance,n.
1202,Achieve,v. t.
1203,Achieved,imp. & p. p.
1204,Achievement,n.
1205,Achiever,n.
1206,Achieving,p. pr. & vb. n.
1207,Achillean,a.
1208,Achilles' tendon,n.
1209,Achilous,a.
1210,Aching,a.
1211,Aching,p. pr. & vb. n.
1212,Achiote,n.
1213,Achlamydate,a.
1214,Achlamydeous,a.
1215,Acholia,n.
1216,Acholous,a.
1217,Achromatic,a.
1218,Achromatically,adv.
